"행정구역별","성별","연령별","혼인상태별","시점","1인가구-계","6개월미만","6개월이상~1년미만","1~2년미만","2~3년미만","3~5년미만","5~10년미만","10~15년미만","15~20년미만","20~25년미만","25년이상",
"경상남도","계","30~34","사별","2020년","23","6","12","","5","","","","","","",
"경상남도","계","30~34","이혼","2020년","787","115","65","145","114","142","140","56","10","","",
"경상남도","계","35~39","합계","2020년","27074","1643","1599","3716","2623","4109","5871","4284","2038","1191","",
"경상남도","계","35~39","미혼","2020년","21594","1034","1116","2539","1889","3096","4874","3950","1966","1130","",
"경상남도","계","35~39","배우자 있음","2020년","3424","475","365","781","478","599","521","157","18","30","",
"경상남도","계","35~39","사별","2020년","66","5","","11","11","6","20","11","","2","",
"경상남도","계","35~39","이혼","2020년","1990","129","118","385","245","408","456","166","54","29","",
"경상남도","계","40~44","합계","2020년","26380","1266","1465","2817","2390","3943","5029","4266","1892","2895","417",
"경상남도","계","40~44","미혼","2020년","17570","543","645","1348","1201","2209","3391","3485","1615","2723","410",
"경상남도","계","40~44","배우자 있음","2020년","4684","516","555","942","686","957","591","264","95","71","7",
"경상남도","계","40~44","사별","2020년","142","","17","24","13","38","32","16","2","","",
"경상남도","계","40~44","이혼","2020년","3984","207","248","503","490","739","1015","501","180","101","",
"경상남도","계","45~49","합계","2020년","31778","1568","1462","3216","3009","4275","5879","4778","2174","3365","2052",
"경상남도","계","45~49","미혼","2020년","15561","382","433","990","994","1480","2499","2702","1374","2739","1968",
"경상남도","계","45~49","배우자 있음","2020년","7641","841","757","1242","1231","1478","1235","563","145","117","32",
"경상남도","계","45~49","사별","2020년","528","54","17","75","58","89","114","55","14","46","6",
"경상남도","계","45~49","이혼","2020년","8048","291","255","909","726","1228","2031","1458","641","463","46",
"경상남도","계","50~54","합계","2020년","35644","1613","1625","3404","3066","4713","6726","5849","2625","3337","2686",
"경상남도","계","50~54","미혼","2020년","10789","194","225","578","416","937","1687","1911","822","1761","2258",
"경상남도","계","50~54","배우자 있음","2020년","10588","924","950","1822","1551","1868","1839","1025","272","222","115",
"경상남도","계","50~54","사별","2020년","1921","113","51","219","199","315","400","307","136","162","19",
"경상남도","계","50~54","이혼","2020년","12346","382","399","785","900","1593","2800","2606","1395","1192","294",
"경상남도","계","55~59","합계","2020년","39754","1516","1307","3378","3298","5037","7598","6853","3268","4384","3115",
"경상남도","계","55~59","미혼","2020년","7208","122","109","229","280","492","872","1120","493","1228","2263",
"경상남도","계","55~59","배우자 있음","2020년","12030","890","749","1900","1548","2225","2472","1361","436","350","99",
"경상남도","계","55~59","사별","2020년","5707","178","198","455","476","763","1337","1012","532","590","166",
"경상남도","계","55~59","이혼","2020년","14809","326","251","794","994","1557","2917","3360","1807","2216","587",
"경상남도","계","60~64","합계","2020년","44047","1382","1164","3323","3229","5226","8441","7683","3816","6301","3482",
"경상남도","계","60~64","미혼","2020년","4787","77","40","101","163","296","531","569","302","777","1931",
"경상남도","계","60~64","배우자 있음","2020년","11897","756","562","1688","1597","2066","2393","1655","471","563","146",
"경상남도","계","60~64","사별","2020년","12681","358","337","783","854","1637","2908","2404","1278","1729","393",
"경상남도","계","60~64","이혼","2020년","14682","191","225","751","615","1227","2609","3055","1765","3232","1012",
"경상남도","계","65~69","합계","2020년","35392","853","933","2001","1995","3900","6989","6385","3249","5405","3682",
"경상남도","계","65~69","미혼","2020년","2473","9","8","52","51","95","264","294","143","363","1194",
"경상남도","계","65~69","배우자 있음","2020년","7599","379","435","851","763","1250","1760","1161","381","465","154",
"경상남도","계","65~69","사별","2020년","15896","389","384","774","819","1770","3395","3137","1687","2393","1148",
"경상남도","계","65~69","이혼","2020년","9424","76","106","324","362","785","1570","1793","1038","2184","1186",
"경상남도","계","70~74","합계","2020년","28948","763","689","1782","1384","2894","5235","5411","2633","4235","3922",
"경상남도","계","70~74","미혼","2020년","1037","20","8","23","13","45","89","130","53","95","561",
"경상남도","계","70~74","배우자 있음","2020년","4366","254","174","473","417","648","980","759","219","311","131",
"경상남도","계","70~74","사별","2020년","19494","451","480","1115","824","1920","3619","3730","1944","2899","2512",
"경상남도","계","70~74","이혼","2020년","4051","38","27","171","130","281","547","792","417","930","718",
"경상남도","계","75~79","합계","2020년","27888","578","513","1339","1304","2820","4809","5025","2732","4235","4533",
"경상남도","계","75~79","미혼","2020년","507","","10","1","16","29","39","50","26","56","280",
"경상남도","계","75~79","배우자 있음","2020년","2318","110","80","225","262","348","462","350","183","172","126",
"경상남도","계","75~79","사별","2020년","23407","458","422","1058","942","2316","4079","4309","2369","3719","3735",
"경상남도","계","75~79","이혼","2020년","1656","10","1","55","84","127","229","316","154","288","392",
"경상남도","계","80~84","합계","2020년","23865","506","434","980","830","2140","3871","4228","2344","3701","4831",
"경상남도","계","80~84","미혼","2020년","188","","","5","4","2","6","9","20","19","123",
"경상남도","계","80~84","배우자 있음","2020년","1201","104","92","133","82","196","240","167","57","80","50",
"경상남도","계","80~84","사별","2020년","21901","399","327","821","726","1895","3571","3961","2198","3475","4528",
"경상남도","계","80~84","이혼","2020년","575","3","15","21","18","47","54","91","69","127","130",
"경상남도","계","85세 이상","합계","2020년","16630","258","255","661","457","1185","2455","2792","1724","2539","4304",
"경상남도","계","85세 이상","미혼","2020년","125","","","","3","1","18","5","","5","93",
"경상남도","계","85세 이상","배우자 있음","2020년","516","58","38","91","60","98","79","35","27","16","14",
"경상남도","계","85세 이상","사별","2020년","15855","198","217","570","385","1075","2353","2707","1686","2498","4166",
"경상남도","계","85세 이상","이혼","2020년","134","2","","","9","11","5","45","11","20","31",
"경상남도","남자","합계","합계","2020년","206071","11987","12413","23435","19809","28366","39448","30370","12432","16671","11140",
"경상남도","남자","합계","미혼","2020년","106113","7116","7722","13090","10405","13997","19020","13878","5470","7895","7520",
"경상남도","남자","합계","배우자 있음","2020년","43175","3502","3296","6443","5736","7618","8403","4851","1422","1428","476",
"경상남도","남자","합계","사별","2020년","17541","511","498","1164","1072","2274","3923","3585","1500","2075","939",
"경상남도","남자","합계","이혼","2020년","39242","858","897","2738","2596","4477","8102","8056","4040","5273","2205",
"경상남도","남자","20세미만","합계","2020년","1237","376","516","224","60","61","","","","","",
"경상남도","남자","20세미만","미혼","2020년","1237","376","516","224","60","61","","","","","",
"경상남도","남자","20~24","합계","2020년","9568","1685","2106","2291","1545","1261","680","","","","",
"경상남도","남자","20~24","미혼","2020년","9561","1685","2103","2291","1545","1257","680","","","","",
"경상남도","남자","20~24","배우자 있음","2020년","7","","3","","","4","","","","","",
"경상남도","남자","25~29","합계","2020년","19112","2187","2192","4030","2953","3252","3662","836","","","",
"경상남도","남자","25~29","미혼","2020년","18750","2117","2164","3959","2866","3212","3610","822","","","",
"경상남도","남자","25~29","배우자 있음","2020년","262","59","16","53","62","35","37","","","","",
"경상남도","남자","25~29","사별","2020년","6","","","","","","","6","","","",
"경상남도","남자","25~29","이혼","2020년","94","11","12","18","25","5","15","8","","","",
"경상남도","남자","30~34","합계","2020년","19681","1491","1406","2884","2676","3415","4624","2664","521","","",
"경상남도","남자","30~34","미혼","2020년","18024","1237","1193","2597","2355","3131","4425","2585","501","","",
"경상남도","남자","30~34","배우자 있음","2020년","1260","193","163","230","226","217","160","57","14","","",
"경상남도","남자","30~34","이혼","2020년","397","61","50","57","95","67","39","22","6","","",
"경상남도","남자","35~39","합계","2020년","19072","1089","1044","2514","1814","2931","4306","3115","1428","831","",
"경상남도","남자","35~39","미혼","2020년","15532","764","726","1678","1316","2267","3671","2928","1385","797","",
"경상남도","남자","35~39","배우자 있음","2020년","2379","298","255","558","362","424","343","115","7","17","",
"경상남도","남자","35~39","사별","2020년","42","","","11","7","6","7","11","","","",
"경상남도","남자","35~39","이혼","2020년","1119","27","63","267","129","234","285","61","36","17","",
"경상남도","남자","40~44","합계","2020년","18347","856","1019","1850","1691","2634","3489","3075","1358","2028","347",
"경상남도","남자","40~44","미혼","2020년","12640","354","425","967","875","1566","2424","2537","1222","1930","340",
"경상남도","남자","40~44","배우자 있음","2020년","3306","370","452","566","504","664","431","208","51","53","7",
"경상남도","남자","40~44","사별","2020년","59","","17","6","6","9","11","8","2","","",
"경상남도","남자","40~44","이혼","2020년","2342","132","125","311","306","395","623","322","83","45","",
"경상남도","남자","45~49","합계","2020년","20687","958","924","1955","1714","2790","3764","3136","1411","2399","1636",
"경상남도","남자","45~49","미혼","2020년","11558","258","296","709","684","1150","1723","2007","1045","2101","1585",
"경상남도","남자","45~49","배우자 있음","2020년","4959","544","492","773","692","988","861","423","84","88","14",
"경상남도","남자","45~49","사별","2020년","142","9","7","23","15","18","37","11","4","18","",
"경상남도","남자","45~49","이혼","2020년","4028","147","129","450","323","634","1143","695","278","192","37",
"경상남도","남자","50~54","합계","2020년","21402","871","948","1923","1866","2731","3937","3610","1535","2084","1897",
"경상남도","남자","50~54","미혼","2020년","8007","174","168","395","319","664","1226","1443","592","1354","1672",
"경상남도","남자","50~54","배우자 있음","2020년","6589","537","595","1075","1031","1136","1176","624","176","141","98",
"경상남도","남자","50~54","사별","2020년","400","9","2","45","42","69","68","83","37","39","6",
"경상남도","남자","50~54","이혼","2020년","6406","151","183","408","474","862","1467","1460","730","550","121",
"경상남도","남자","55~59","합계","2020년","21295","774","715","1679","1681","2749","4055","3812","1609","2161","2060",
"경상남도","남자","55~59","미혼","2020년","5331","90","97","153","214","374","626","899","392","875","1611",
"경상남도","남자","55~59","배우자 있음","2020년","7179","523","474","1032","876","1328","1551","868","258","208","61",
"경상남도","남자","55~59","사별","2020년","1050","16","21","78","73","163","247","233","95","105","19",
"경상남도","남자","55~59","이혼","2020년","7735","145","123","416","518","884","1631","1812","864","973","369",
"경상남도","남자","60~64","합계","2020년","20466","675","544","1671","1621","2440","3854","3487","1656","2603","1915",
"경상남도","남자","60~64","미혼","2020년","3188","47","27","81","108","210","395","377","201","556","1186",
"경상남도","남자","60~64","배우자 있음","2020년","7068","455","333","1021","961","1243","1394","969","305","289","98",
"경상남도","남자","60~64","사별","2020년","2290","65","61","116","206","355","606","371","191","245","74",
"경상남도","남자","60~64","이혼","2020년","7920","108","123","453","346","632","1459","1770","959","1513","557",
"경상남도","남자","65~69","합계","2020년","14188","330","423","864","926","1573","2881","2563","1161","2044","1423",
"경상남도","남자","65~69","미혼","2020년","1417","","4","30","46","58","168","155","84","213","659",
"경상남도","남자","65~69","배우자 있음","2020년","4755","239","285","537","507","758","1211","700","195","250","73",
"경상남도","남자","65~69","사별","2020년","2622","53","65","100","136","290","604","609","246","397","122",
"경상남도","남자","65~69","이혼","2020년","5394","38","69","197","237","467","898","1099","636","1184","569",
"경상남도","남자","70~74","합계","2020년","8955","269","202","640","484","1030","1717","1835","704","1171","903",
"경상남도","남자","70~74","미혼","2020년","540","14","","6","6","28","49","84","34","38","281",
"경상남도","남자","70~74","배우자 있음","2020년","2870","131","98","306","263","441","697","528","158","192","56",
"경상남도","남자","70~74","사별","2020년","3064","97","95","213","135","361","615","679","238","394","237",
"경상남도","남자","70~74","이혼","2020년","2481","27","9","115","80","200","356","544","274","547","329",
"경상남도","남자","75~79","합계","2020년","5680","133","133","387","407","634","1084","1118","503","699","582",
"경상남도","남자","75~79","미혼","2020년","253","","3","","11","19","22","41","11","17","129",
"경상남도","남자","75~79","배우자 있음","2020년","1455","48","42","143","152","203","324","242","124","128","49",
"경상남도","남자","75~79","사별","2020년","3005","79","88","212","194","350","588","643","251","378","222",
"경상남도","남자","75~79","이혼","2020년","967","6","","32","50","62","150","192","117","176","182",
"경상남도","남자","80~84","합계","2020년","3847","153","148","259","203","525","853","698","340","417","251",
"경상남도","남자","80~84","미혼","2020년","55","","","","","","1","","3","9","42",
"경상남도","남자","80~84","배우자 있음","2020년","727","56","65","76","50","112","166","102","34","51","15",
"경상남도","남자","80~84","사별","2020년","2759","94","72","169","149","388","651","542","252","286","156",
"경상남도","남자","80~84","이혼","2020년","306","3","11","14","4","25","35","54","51","71","38",
"경상남도","남자","85세 이상","합계","2020년","2534","140","93","264","168","340","542","421","206","234","126",
"경상남도","남자","85세 이상","미혼","2020년","20","","","","","","","","","5","15",
"경상남도","남자","85세 이상","배우자 있음","2020년","359","49","23","73","50","65","52","15","16","11","5",
"경상남도","남자","85세 이상","사별","2020년","2102","89","70","191","109","265","489","389","184","213","103",
"경상남도","남자","85세 이상","이혼","2020년","53","2","","","9","10","1","17","6","5","3",
"경상남도","여자","합계","합계","2020년","211666","9067","9602","18837","15586","25306","37276","32433","16758","24917","21884",
"경상남도","여자","합계","미혼","2020년","52353","3742","4982","7737","5796","7522","8578","5425","2009","3001","3561",
"경상남도","여자","합계","배우자 있음","2020년","25762","2271","1814","4223","3420","4538","4480","2747","902","969","398",
"경상남도","여자","합계","사별","2020년","100086","2098","1964","4741","4240","9550","17905","18070","10346","15438","15734",
"경상남도","여자","합계","이혼","2020년","33465","956","842","2136","2130","3696","6313","6191","3501","5509","2191",
"경상남도","여자","20세미만","합계","2020년","1114","281","452","233","91","57","","","","","",
"경상남도","여자","20세미만","미혼","2020년","1114","281","452","233","91","57","","","","","",
"경상남도","여자","20~24","합계","2020년","9040","1289","1654","2151","1494","1738","714","","","","",
"경상남도","여자","20~24","미혼","2020년","9003","1282","1641","2143","1491","1738","708","","","","",
"경상남도","여자","20~24","배우자 있음","2020년","20","","9","8","3","","","","","","",
"경상남도","여자","20~24","이혼","2020년","17","7","4","","","","6","","","","",
"경상남도","여자","25~29","합계","2020년","12041","1120","1533","2444","1904","2166","2336","538","","","",
"경상남도","여자","25~29","미혼","2020년","11637","1029","1477","2366","1837","2105","2287","536","","","",
"경상남도","여자","25~29","배우자 있음","2020년","294","65","43","65","53","38","28","2","","","",
"경상남도","여자","25~29","이혼","2020년","110","26","13","13","14","23","21","","","","",
"경상남도","여자","30~34","합계","2020년","8544","679","710","1398","1087","1480","1805","1211","174","","",
"경상남도","여자","30~34","미혼","2020년","7301","470","564","1148","926","1276","1618","1135","164","","",
"경상남도","여자","30~34","배우자 있음","2020년","830","149","119","162","137","129","86","42","6","","",
"경상남도","여자","30~34","사별","2020년","23","6","12","","5","","","","","","",
"경상남도","여자","30~34","이혼","2020년","390","54","15","88","19","75","101","34","4","","",
"경상남도","여자","35~39","합계","2020년","8002","554","555","1202","809","1178","1565","1169","610","360","",
"경상남도","여자","35~39","미혼","2020년","6062","270","390","861","573","829","1203","1022","581","333","",
"경상남도","여자","35~39","배우자 있음","2020년","1045","177","110","223","116","175","178","42","11","13","",
"경상남도","여자","35~39","사별","2020년","24","5","","","4","","13","","","2","",
"경상남도","여자","35~39","이혼","2020년","871","102","55","118","116","174","171","105","18","12","",
"경상남도","여자","40~44","합계","2020년","8033","410","446","967","699","1309","1540","1191","534","867","70",
"경상남도","여자","40~44","미혼","2020년","4930","189","220","381","326","643","967","948","393","793","70",
"경상남도","여자","40~44","배우자 있음","2020년","1378","146","103","376","182","293","160","56","44","18","",
"경상남도","여자","40~44","사별","2020년","83","","","18","7","29","21","8","","","",
"경상남도","여자","40~44","이혼","2020년","1642","75","123","192","184","344","392","179","97","56","",
"경상남도","여자","45~49","합계","2020년","11091","610","538","1261","1295","1485","2115","1642","763","966","416",
"경상남도","여자","45~49","미혼","2020년","4003","124","137","281","310","330","776","695","329","638","383",
"경상남도","여자","45~49","배우자 있음","2020년","2682","297","265","469","539","490","374","140","61","29","18",
"경상남도","여자","45~49","사별","2020년","386","45","10","52","43","71","77","44","10","28","6",
"경상남도","여자","45~49","이혼","2020년","4020","144","126","459","403","594","888","763","363","271","9",
"경상남도","여자","50~54","합계","2020년","14242","742","677","1481","1200","1982","2789","2239","1090","1253","789",
"경상남도","여자","50~54","미혼","2020년","2782","20","57","183","97","273","461","468","230","407","586",
"경상남도","여자","50~54","배우자 있음","2020년","3999","387","355","747","520","732","663","401","96","81","17",
"경상남도","여자","50~54","사별","2020년","1521","104","49","174","157","246","332","224","99","123","13",
"경상남도","여자","50~54","이혼","2020년","5940","231","216","377","426","731","1333","1146","665","642","173",
"경상남도","여자","55~59","합계","2020년","18459","742","592","1699","1617","2288","3543","3041","1659","2223","1055",
"경상남도","여자","55~59","미혼","2020년","1877","32","12","76","66","118","246","221","101","353","652",
"경상남도","여자","55~59","배우자 있음","2020년","4851","367","275","868","672","897","921","493","178","142","38",
"경상남도","여자","55~59","사별","2020년","4657","162","177","377","403","600","1090","779","437","485","147",
"경상남도","여자","55~59","이혼","2020년","7074","181","128","378","476","673","1286","1548","943","1243","218",
"경상남도","여자","60~64","합계","2020년","23581","707","620","1652","1608","2786","4587","4196","2160","3698","1567",
"경상남도","여자","60~64","미혼","2020년","1599","30","13","20","55","86","136","192","101","221","745",
"경상남도","여자","60~64","배우자 있음","2020년","4829","301","229","667","636","823","999","686","166","274","48",
"경상남도","여자","60~64","사별","2020년","10391","293","276","667","648","1282","2302","2033","1087","1484","319",
"경상남도","여자","60~64","이혼","2020년","6762","83","102","298","269","595","1150","1285","806","1719","455",
"경상남도","여자","65~69","합계","2020년","21204","523","510","1137","1069","2327","4108","3822","2088","3361","2259",
"경상남도","여자","65~69","미혼","2020년","1056","9","4","22","5","37","96","139","59","150","535",
"경상남도","여자","65~69","배우자 있음","2020년","2844","140","150","314","256","492","549","461","186","215","81",
"경상남도","여자","65~69","사별","2020년","13274","336","319","674","683","1480","2791","2528","1441","1996","1026",
"경상남도","여자","65~69","이혼","2020년","4030","38","37","127","125","318","672","694","402","1000","617",
"경상남도","여자","70~74","합계","2020년","19993","494","487","1142","900","1864","3518","3576","1929","3064","3019",
"경상남도","여자","70~74","미혼","2020년","497","6","8","17","7","17","40","46","19","57","280",
"경상남도","여자","70~74","배우자 있음","2020년","1496","123","76","167","154","207","283","231","61","119","75",
"경상남도","여자","70~74","사별","2020년","16430","354","385","902","689","1559","3004","3051","1706","2505","2275",
"경상남도","여자","70~74","이혼","2020년","1570","11","18","56","50","81","191","248","143","383","389",
"경상남도","여자","75~79","합계","2020년","22208","445","380","952","897","2186","3725","3907","2229","3536","3951",
"경상남도","여자","75~79","미혼","2020년","254","","7","1","5","10","17","9","15","39","151",
"경상남도","여자","75~79","배우자 있음","2020년","863","62","38","82","110","145","138","108","59","44","77",
"경상남도","여자","75~79","사별","2020년","20402","379","334","846","748","1966","3491","3666","2118","3341","3513",
"경상남도","여자","75~79","이혼","2020년","689","4","1","23","34","65","79","124","37","112","210",
"경상남도","여자","80~84","합계","2020년","20018","353","286","721","627","1615","3018","3530","2004","3284","4580",
"경상남도","여자","80~84","미혼","2020년","133","","","5","4","2","5","9","17","10","81",
"경상남도","여자","80~84","배우자 있음","2020년","474","48","27","57","32","84","74","65","23","29","35",
"경상남도","여자","80~84","사별","2020년","19142","305","255","652","577","1507","2920","3419","1946","3189","4372",
"경상남도","여자","80~84","이혼","2020년","269","","4","7","14","22","19","37","18","56","92",
"경상남도","여자","85세 이상","합계","2020년","14096","118","162","397","289","845","1913","2371","1518","2305","4178",
"경상남도","여자","85세 이상","미혼","2020년","105","","","","3","1","18","5","","","78",
"경상남도","여자","85세 이상","배우자 있음","2020년","157","9","15","18","10","33","27","20","11","5","9",
"경상남도","여자","85세 이상","사별","2020년","13753","109","147","379","276","810","1864","2318","1502","2285","4063",
"경상남도","여자","85세 이상","이혼","2020년","81","","","","","1","4","28","5","15","28",
"제주특별자치도","계","합계","합계","2020년","81855","5088","5059","8995","6478","11771","14527","11133","5403","7529","5872",
"제주특별자치도","계","합계","미혼","2020년","37595","3055","2771","4728","3300","5564","6164","4564","1940","2790","2719",
"제주특별자치도","계","합계","배우자 있음","2020년","14922","1402","1373","2551","1637","2849","2571","1256","406","631","246",
"제주특별자치도","계","합계","사별","2020년","13973","322","352","836","719","1492","2621","2467","1370","1879","1915",
"제주특별자치도","계","합계","이혼","2020년","15365","309","563","880","822","1866","3171","2846","1687","2229","992",
"제주특별자치도","계","20세미만","합계","2020년","621","122","166","211","99","23","","","","","",
"제주특별자치도","계","20세미만","미혼","2020년","621","122","166","211","99","23","","","","","",
"제주특별자치도","계","20~24","합계","2020년","3928","720","611","929","585","783","300","","","","",
"제주특별자치도","계","20~24","미혼","2020년","3868","694","611","929","573","772","289","","","","",
"제주특별자치도","계","20~24","배우자 있음","2020년","38","26","","","12","","","","","","",
"제주특별자치도","계","20~24","이혼","2020년","22","","","","","11","11","","","","",
"제주특별자치도","계","25~29","합계","2020년","7487","1137","990","1457","813","1382","1326","382","","","",
"제주특별자치도","계","25~29","미혼","2020년","7219","1115","973","1281","802","1343","1323","382","","","",
"제주특별자치도","계","25~29","배우자 있음","2020년","192","19","17","117","11","25","3","","","","",
"제주특별자치도","계","25~29","이혼","2020년","76","3","","59","","14","","","","","",
"제주특별자치도","계","30~34","합계","2020년","6094","534","511","1002","706","1269","1124","745","203","","",
"제주특별자치도","계","30~34","미혼","2020년","5436","457","414","854","631","1108","1055","730","187","","",
"제주특별자치도","계","30~34","배우자 있음","2020년","440","65","64","121","42","106","27","15","","","",
"제주특별자치도","계","30~34","사별","2020년","13","","","","","","13","","","","",
"제주특별자치도","계","30~34","이혼","2020년","205","12","33","27","33","55","29","","16","","",
"제주특별자치도","계","35~39","합계","2020년","6418","439","370","720","612","1080","1280","1025","498","394","",
"제주특별자치도","계","35~39","미혼","2020년","5073","275","223","436","488","838","1002","963","490","358","",
"제주특별자치도","계","35~39","배우자 있음","2020년","916","151","98","222","94","153","155","16","","27","",
"제주특별자치도","계","35~39","사별","2020년","30","11","","","","","","19","","","",
"제주특별자치도","계","35~39","이혼","2020년","399","2","49","62","30","89","123","27","8","9","",
"제주특별자치도","계","40~44","합계","2020년","6452","320","401","781","504","953","1332","942","447","702","70",
"제주특별자치도","계","40~44","미혼","2020년","4296","143","155","454","303","512","877","698","408","679","67",
"제주특별자치도","계","40~44","배우자 있음","2020년","1191","159","178","219","142","223","187","66","6","11","",
"제주특별자치도","계","40~44","사별","2020년","45","","9","11","","9","10","6","","","",
"제주특별자치도","계","40~44","이혼","2020년","920","18","59","97","59","209","258","172","33","12","3",
"제주특별자치도","계","45~49","합계","2020년","8010","358","489","801","618","1149","1507","1138","664","807","479",
"제주특별자치도","계","45~49","미혼","2020년","4003","117","128","289","193","490","678","682","381","618","427",
"제주특별자치도","계","45~49","배우자 있음","2020년","1998","188","224","393","257","386","297","132","56","27","38",
"제주특별자치도","계","45~49","사별","2020년","155","9","","42","18","13","52","21","","","",
"제주특별자치도","계","45~49","이혼","2020년","1854","44","137","77","150","260","480","303","227","162","14",
"제주특별자치도","계","50~54","합계","2020년","8682","451","434","849","641","1365","1347","1209","519","1110","757",
"제주특별자치도","계","50~54","미혼","2020년","3013","78","41","159","117","272","418","469","217","541","701",
"제주특별자치도","계","50~54","배우자 있음","2020년","2543","292","331","413","274","479","386","193","22","135","18",
"제주특별자치도","계","50~54","사별","2020년","243","11","","34","32","43","50","33","8","32","",
"제주특별자치도","계","50~54","이혼","2020년","2883","70","62","243","218","571","493","514","272","402","38",
"제주특별자치도","계","55~59","합계","2020년","8257","310","389","682","638","882","1774","1270","731","854","727",
"제주특별자치도","계","55~59","미혼","2020년","1835","37","33","51","41","136","224","315","141","318","539",
"제주특별자치도","계","55~59","배우자 있음","2020년","2664","212","223","437","330","454","590","235","88","90","5",
"제주특별자치도","계","55~59","사별","2020년","743","24","21","108","51","79","160","124","104","61","11",
"제주특별자치도","계","55~59","이혼","2020년","3015","37","112","86","216","213","800","596","398","385","172",
"제주특별자치도","계","60~64","합계","2020년","7723","265","216","534","459","1073","1493","1389","636","983","675",
"제주특별자치도","계","60~64","미혼","2020년","1105","13","19","51","33","48","167","192","35","150","397",
"제주특별자치도","계","60~64","배우자 있음","2020년","2185","123","76","289","248","587","435","232","62","123","10",
"제주특별자치도","계","60~64","사별","2020년","1409","43","33","84","109","248","348","219","131","132","62",
"제주특별자치도","계","60~64","이혼","2020년","3024","86","88","110","69","190","543","746","408","578","206",
"제주특별자치도","계","65~69","합계","2020년","5350","150","178","351","247","583","1042","941","439","790","629",
"제주특별자치도","계","65~69","미혼","2020년","578","4","4","9","20","17","59","92","28","94","251",
"제주특별자치도","계","65~69","배우자 있음","2020년","1347","73","78","187","95","233","300","199","41","115","26",
"제주특별자치도","계","65~69","사별","2020년","1753","44","86","83","99","195","389","370","168","223","96",
"제주특별자치도","계","65~69","이혼","2020년","1672","29","10","72","33","138","294","280","202","358","256",
"제주특별자치도","계","70~74","합계","2020년","4134","113","97","243","202","508","641","626","460","645","599",
"제주특별자치도","계","70~74","미혼","2020년","311","","","4","","5","70","14","41","27","150",
"제주특별자치도","계","70~74","배우자 있음","2020년","686","36","52","50","72","111","107","92","85","36","45",
"제주특별자치도","계","70~74","사별","2020년","2358","77","34","169","127","325","382","397","242","367","238",
"제주특별자치도","계","70~74","이혼","2020년","779","","11","20","3","67","82","123","92","215","166",
"제주특별자치도","계","75~79","합계","2020년","3368","73","95","190","127","328","520","614","253","505","663",
"제주특별자치도","계","75~79","미혼","2020년","155","","4","","","","","13","5","","133",
"제주특별자치도","계","75~79","배우자 있음","2020년","370","38","21","46","12","47","17","37","26","39","87",
"제주특별자치도","계","75~79","사별","2020년","2483","27","70","124","104","235","477","504","213","379","350",
"제주특별자치도","계","75~79","이혼","2020년","360","8","","20","11","46","26","60","9","87","93",
"제주특별자치도","계","80~84","합계","2020년","2798","43","87","163","144","278","444","441","324","358","516",
"제주특별자치도","계","80~84","미혼","2020년","29","","","","","","","14","","5","10",
"제주특별자치도","계","80~84","배우자 있음","2020년","238","","5","44","35","40","45","27","14","13","15",
"제주특별자치도","계","80~84","사별","2020년","2427","43","80","116","109","238","367","382","293","323","476",
"제주특별자치도","계","80~84","이혼","2020년","104","","2","3","","","32","18","17","17","15",
"제주특별자치도","계","85세 이상","합계","2020년","2533","53","25","82","83","115","397","411","229","381","757",
"제주특별자치도","계","85세 이상","미혼","2020년","53","","","","","","2","","7","","44",
"제주특별자치도","계","85세 이상","배우자 있음","2020년","114","20","6","13","13","5","22","12","6","15","2",
"제주특별자치도","계","85세 이상","사별","2020년","2314","33","19","65","70","107","373","392","211","362","682",
"제주특별자치도","계","85세 이상","이혼","2020년","52","","","4","","3","","7","5","4","29",
"제주특별자치도","남자","합계","합계","2020년","41643","2693","2851","4657","3277","6512","7433","5752","2388","3540","2540",
"제주특별자치도","남자","합계","미혼","2020년","21978","1590","1639","2494","1682","3322","3561","2961","1131","1768","1830",
"제주특별자치도","남자","합계","배우자 있음","2020년","9428","906","812","1658","957","1842","1630","843","244","384","152",
"제주특별자치도","남자","합계","사별","2020년","2209","72","65","157","150","245","534","408","218","276","84",
"제주특별자치도","남자","합계","이혼","2020년","8028","125","335","348","488","1103","1708","1540","795","1112","474",
"제주특별자치도","남자","20세미만","합계","2020년","308","59","70","119","45","15","","","","","",
"제주특별자치도","남자","20세미만","미혼","2020년","308","59","70","119","45","15","","","","","",
"제주특별자치도","남자","20~24","합계","2020년","1645","285","334","368","193","399","66","","","","",
"제주특별자치도","남자","20~24","미혼","2020년","1619","259","334","368","193","399","66","","","","",
"제주특별자치도","남자","20~24","배우자 있음","2020년","26","26","","","","","","","","","",
"제주특별자치도","남자","25~29","합계","2020년","4049","630","590","715","369","762","743","240","","","",
"제주특별자치도","남자","25~29","미혼","2020년","3985","629","584","684","361","744","743","240","","","",
"제주특별자치도","남자","25~29","배우자 있음","2020년","62","1","6","29","8","18","","","","","",
"제주특별자치도","남자","25~29","이혼","2020년","2","","","2","","","","","","","",
"제주특별자치도","남자","30~34","합계","2020년","3729","252","287","569","485","886","624","471","155","","",
"제주특별자치도","남자","30~34","미혼","2020년","3381","223","231","497","453","769","613","456","139","","",
"제주특별자치도","남자","30~34","배우자 있음","2020년","256","29","34","66","21","91","","15","","","",
"제주특별자치도","남자","30~34","이혼","2020년","92","","22","6","11","26","11","","16","","",
